"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"796",36,"services","single","unknown","no","yes","no","telephone","may","wed","nonexistent",326,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.51687876545896
"797",44,"blue-collar","single","high.school","no","no","no","telephone","may","wed","nonexistent",292,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.86076256320889
"798",38,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed","nonexistent",215,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.16310782895147
"802",47,"services","divorced","high.school","no","no","no","telephone","may","wed","nonexistent",421,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.18823286900642
"807",36,"services","single","unknown","no","yes","no","telephone","may","wed","nonexistent",852,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-1.06524747712894
"813",43,"blue-collar","married","high.school","no","yes","no","telephone","may","wed","nonexistent",294,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.8954952611033
"817",44,"technician","single","unknown","unknown","yes","no","telephone","may","wed","nonexistent",231,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.20248722909984
"819",54,"management","married","high.school","unknown","yes","no","telephone","may","wed","nonexistent",74,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.13170045086978
"824",31,"management","single","university.degree","no","yes","no","telephone","may","wed","nonexistent",254,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.73982130702803
"828",30,"services","married","university.degree","no","yes","no","telephone","may","wed","nonexistent",425,6,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.25810790189733
"829",45,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","wed","nonexistent",207,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.83785115485785
"830",54,"technician","married","university.degree","no","yes","no","telephone","may","wed","nonexistent",464,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.70450595797187
"838",41,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed","nonexistent",112,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.22256106181724
"840",31,"admin.","single","university.degree","no","yes","no","telephone","may","wed","nonexistent",325,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.42939867958464
"845",44,"admin.","divorced","high.school","unknown","yes","no","telephone","may","wed","nonexistent",800,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-1.72111545435892
"847",24,"services","single","high.school","no","no","no","telephone","may","wed","nonexistent",111,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.63776448266137
"854",31,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed","nonexistent",298,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.26772296222388
"857",41,"entrepreneur","married","university.degree","no","yes","no","telephone","may","wed","nonexistent",1138,1,999,0,1.1,93.994,-36.4,4.856,5191,1,0.240071441910366
"859",42,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed","nonexistent",123,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.70425875355173
"874",59,"entrepreneur","divorced","high.school","unknown","yes","no","telephone","may","wed","nonexistent",173,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.74536732853537
"878",41,"admin.","married","university.degree","no","yes","no","telephone","may","wed","nonexistent",153,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.22456422702522
"882",27,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed","nonexistent",164,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.67448151606187
"892",39,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed","nonexistent",104,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.79771113435113
"896",44,"admin.","married","high.school","no","yes","no","telephone","may","wed","nonexistent",378,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.33638768812765
"901",34,"technician","divorced","professional.course","no","yes","no","telephone","may","wed","nonexistent",296,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.69496531478266
"905",52,"technician","married","basic.4y","unknown","no","yes","telephone","may","wed","nonexistent",388,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.75969357034308
"910",38,"blue-collar","married","unknown","unknown","no","yes","telephone","may","wed","nonexistent",181,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.78904918402743
"913",46,"admin.","married","professional.course","no","no","no","telephone","may","wed","nonexistent",69,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.77036298828717
"921",59,"retired","divorced","basic.4y","no","yes","no","telephone","may","wed","nonexistent",112,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.42246959293229
"926",38,"technician","single","university.degree","no","yes","no","telephone","may","wed","nonexistent",566,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.24539384366347
"927",53,"technician","married","high.school","no","yes","no","telephone","may","wed","nonexistent",274,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.80045903249854
"929",31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed","nonexistent",97,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.04483675874022
"947",51,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed","nonexistent",279,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.06670221182421
"949",52,"technician","married","high.school","no","yes","no","telephone","may","wed","nonexistent",530,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.60890144592361
"955",36,"housemaid","divorced","basic.9y","unknown","no","no","telephone","may","wed","nonexistent",179,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.93933934482076
"958",43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed","nonexistent",396,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.92037045666678
"965",31,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed","nonexistent",287,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.03277031976541
"966",47,"services","married","unknown","no","no","no","telephone","may","wed","nonexistent",216,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.11881547692955
"969",38,"unemployed","divorced","professional.course","no","no","no","telephone","may","wed","nonexistent",590,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.38838367084893
"970",33,"admin.","married","university.degree","no","no","no","telephone","may","wed","nonexistent",55,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.70510354653744
"971",53,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed","nonexistent",166,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.57940265938812
"972",33,"management","single","unknown","no","yes","no","telephone","may","wed","nonexistent",371,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.31148953232722
"974",37,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed","nonexistent",72,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.5883612257797
"977",46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed","nonexistent",196,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.76198820406132
"994",39,"technician","single","basic.6y","unknown","no","no","telephone","may","wed","nonexistent",362,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.69868170134814
"996",32,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","wed","nonexistent",163,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.48380989584553
"1001",34,"entrepreneur","married","basic.4y","no","no","no","telephone","may","wed","nonexistent",214,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.38255458592867
"1006",57,"self-employed","single","high.school","unknown","no","no","telephone","may","wed","nonexistent",688,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.36054801697939
"1007",44,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed","nonexistent",103,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.35699226942769
"1008",45,"services","married","high.school","unknown","yes","no","telephone","may","wed","nonexistent",349,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.95184567038752
"1010",44,"services","married","high.school","no","yes","no","telephone","may","wed","nonexistent",78,5,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.97468358733838
"1011",51,"management","married","university.degree","no","no","no","telephone","may","wed","nonexistent",194,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.05069651129134
"1012",28,"admin.","single","university.degree","no","no","no","telephone","may","wed","nonexistent",126,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.32919892845636
"1014",51,"entrepreneur","married","university.degree","no","no","no","telephone","may","wed","nonexistent",98,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.60165975340724
"1021",35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed","nonexistent",803,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-1.78472621075031
"1022",44,"technician","married","professional.course","unknown","no","no","telephone","may","wed","nonexistent",203,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.47164868494583
"1023",43,"technician","married","professional.course","no","no","no","telephone","may","wed","nonexistent",96,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.68676902358107
"1025",50,"self-employed","married","basic.4y","unknown","unknown","unknown","telephone","may","wed","nonexistent",153,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.12453598659744
"1029",58,"admin.","married","high.school","no","no","yes","telephone","may","wed","nonexistent",152,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.48555539967712
"1046",42,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed","nonexistent",332,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.23101681282976
"1053",52,"housemaid","divorced","professional.course","no","yes","no","telephone","may","wed","nonexistent",222,4,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.29954191704537
"1056",35,"admin.","single","basic.4y","unknown","yes","no","telephone","may","wed","nonexistent",381,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.78423772589981
"1065",39,"technician","married","professional.course","no","unknown","unknown","telephone","may","wed","nonexistent",50,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.94181493580351
"1068",42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed","nonexistent",191,4,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.96414719278378
"1069",35,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","wed","nonexistent",305,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.0079445844846
"1070",56,"retired","married","basic.4y","no","no","no","telephone","may","wed","nonexistent",134,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.31247454785956
"1072",26,"admin.","single","university.degree","no","yes","no","telephone","may","wed","nonexistent",217,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.94093437447058
"1082",34,"blue-collar","single","high.school","unknown","no","yes","telephone","may","wed","nonexistent",256,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.56802489435419
"1087",53,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed","nonexistent",591,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.59184243981358
"1088",51,"technician","married","professional.course","no","yes","no","telephone","may","wed","nonexistent",113,2,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.54043164218067
"1089",59,"retired","divorced","basic.4y","no","yes","no","telephone","may","wed","nonexistent",517,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-2.53480671883791
"1095",40,"technician","married","professional.course","no","yes","no","telephone","may","wed","nonexistent",253,8,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.16583966707794
"1103",39,"entrepreneur","married","high.school","no","yes","no","telephone","may","wed","nonexistent",126,5,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.81876182844338
"1104",36,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","wed","nonexistent",161,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-4.96147472113012
"1114",34,"management","married","university.degree","no","no","no","telephone","may","wed","nonexistent",984,1,999,0,1.1,93.994,-36.4,4.856,5191,0,-0.396329039577388
"1132",43,"unknown","married","high.school","unknown","no","no","telephone","may","wed","nonexistent",35,3,999,0,1.1,93.994,-36.4,4.856,5191,0,-5.62689634261469
"1138",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed","nonexistent",404,5,999,0,1.1,93.994,-36.4,4.856,5191,0,-3.57929202832239
"1147",43,"admin.","divorced","high.school","no","yes","no","telephone","may","thu","nonexistent",177,3,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.44068625726959
"1149",45,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu","nonexistent",31,2,999,0,1.1,93.994,-36.4,4.855,5191,0,-5.74704249377822
"1150",59,"retired","married","university.degree","no","no","no","telephone","may","thu","nonexistent",425,6,999,0,1.1,93.994,-36.4,4.855,5191,0,-2.97352136829767
"1153",33,"admin.","married","university.degree","no","yes","no","telephone","may","thu","nonexistent",239,2,999,0,1.1,93.994,-36.4,4.855,5191,0,-3.97954023032304
"1155",30,"admin.","single","high.school","no","no","no","telephone","may","thu","nonexistent",308,3,999,0,1.1,93.994,-36.4,4.855,5191,0,-3.82916211183766
"1163",43,"admin.","married","high.school","no","yes","no","telephone","may","thu","nonexistent",67,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.8869862610845
"1164",43,"admin.","married","high.school","no","no","no","telephone","may","thu","nonexistent",196,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.29644790636959
"1167",42,"services","married","professional.course","no","yes","no","telephone","may","thu","nonexistent",813,1,999,0,1.1,93.994,-36.4,4.855,5191,1,-1.46459898305719
"1168",53,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu","nonexistent",178,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.98694265106312
"1179",41,"unemployed","married","basic.9y","unknown","no","no","telephone","may","thu","nonexistent",314,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.19213956230448
"1180",44,"technician","married","professional.course","unknown","no","no","telephone","may","thu","nonexistent",203,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.57107682074542
"1183",51,"technician","married","professional.course","no","no","yes","telephone","may","thu","nonexistent",193,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.29897704426776
"1185",31,"technician","married","professional.course","no","no","no","telephone","may","thu","nonexistent",528,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-2.70561024857167
"1186",40,"blue-collar","married","high.school","no","yes","no","telephone","may","thu","nonexistent",183,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.51717820836078
"1190",46,"blue-collar","single","basic.9y","no","yes","no","telephone","may","thu","nonexistent",541,3,999,0,1.1,93.994,-36.4,4.855,5191,1,-2.97593864233787
"1192",47,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","thu","nonexistent",93,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.989239967473
"1200",44,"technician","divorced","unknown","no","yes","no","telephone","may","thu","nonexistent",86,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.63873390461848
"1205",40,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu","nonexistent",405,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-3.86446638375841
"1207",46,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu","nonexistent",202,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.88650364725811
"1209",32,"management","single","university.degree","no","no","no","telephone","may","thu","nonexistent",75,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.68263526592938
"1212",28,"admin.","single","professional.course","no","no","no","telephone","may","thu","nonexistent",462,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-3.01429121269891
"1213",30,"services","married","high.school","unknown","no","no","telephone","may","thu","nonexistent",80,1,999,0,1.1,93.994,-36.4,4.855,5191,0,-5.2969182023439
"1216",31,"management","married","university.degree","no","yes","yes","telephone","may","thu","nonexistent",139,2,999,0,1.1,93.994,-36.4,4.855,5191,0,-4.5363254038588
"1220",40,"technician","married","university.degree","unknown","no","no","telephone","may","thu","nonexistent",66,2,999,0,1.1,93.994,-36.4,4.855,5191,0,-5.10775215067986
